to_day,meter_number,street,side,district,manufacturer,model,rate,from_day,block_limits,from_time,to_time,limit_hr,limit_min,timer,status,installed,maintenance_route
SAT,1229153,N 3,E,12,D-E-HP,80,$2.50,MON,201,0800A,0630P,2,,2HR,"I		",01/01/1982,1-NEQ
SAT,1229154,N 3,E,12,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1229155,N 3,E,12,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"R		",07/19/1989,1-NEQ
SAT,1229156,N 3,E,12,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"R		",07/19/1989,1-NEQ
SAT,1229157,N 3,E,12,D-E,80,$2.00,MON,201,0800A,0630P,2,,2HR,"R		",07/19/1989,1-NEQ
SAT,1229162,N 9,E,12,D,80,$1.00,MON,200,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1229164,N 9,E,12,D,80,$1.00,MON,200,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1229165,N 9,E,12,D,80,$1.00,MON,200,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1229167,N 9,E,12,D,80,$1.00,MON,200,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230001,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230002,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230003,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230004,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230005,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230006,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230007,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,1,,1HR,"R		",01/01/1982,1-NEQ
SAT,1230008,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230009,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230010,N 13,W,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230013,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230014,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230015,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230016,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230017,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230018,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230019,RACE,S,12,D,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230021,N 11,E,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230023,N 11,E,12,D,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230024,N 11,E,12,D,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230025,RACE,S,12,D-E-HP,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230026,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230027,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230028,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230029,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230030,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230031,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230032,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230033,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230034,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230035,RACE,S,12,D-E,80,$2.00,MON,1100,0800A,0630P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230038,N 11,E,12,D-E-HP,80,$2.50,MON,101,0800A,0800P,2,,2HR,"I		",01/01/1982,1-NEQ
SAT,1230039,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230040,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230041,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230042,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230043,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230044,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230045,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230046,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230047,N 11,E,12,D-E,80,$2.00,MON,101,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230050,RACE,S,12,D-E,80,$2.50,MON,1000,0800A,0800P,2,,2HR,"I		",01/01/1982,1-NEQ
SAT,1230051,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230052,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230053,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230054,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230055,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230056,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230058,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230059,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230060,RACE,S,12,D-E,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230061,RACE,S,12,D-E-HP,80,$2.00,MON,1000,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230064,N 10,W,12,D-E,80,$2.50,MON,100,0800A,0800P,2,,2HR,"I		",01/01/1982,1-NEQ
SAT,1230065,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230066,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230067,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230068,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230069,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230070,N 10,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230071,N 10,E,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230075,RACE,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230076,RACE,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230077,RACE,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230078,RACE,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230079,RACE,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230080,RACE,S,12,D-E-HP,80,$2.50,MON,900,0800A,0800P,2,,2HR,"I		",01/01/1982,1-NEQ
SAT,1230089,RACE,S,12,D,80,$1.00,MON,400,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230090,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230091,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230092,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230093,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230094,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230095,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230096,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230097,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230098,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230099,N 9,W,12,D-E,80,$2.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230100,N 9,S,12,D-E,80,$1.00,MON,100,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230103,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230104,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230105,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230106,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230107,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230108,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230109,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230110,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230111,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230112,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230113,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230114,RACE,S,12,D-E,80,$2.00,MON,800,0800A,0800P,2,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230133,RACE,S,12,D-E,80,$2.50,MON,300,0800A,0630P,3,,3HR,"I		",01/01/1982,1-NEQ
SAT,1230134,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230135,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230136,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230137,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230138,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230139,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230140,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230141,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230142,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230143,RACE,S,12,D-E,80,$1.00,MON,300,0800A,0630P,3,,3HR,"R		",01/01/1982,1-NEQ
SAT,1230147,RACE,S,12,D-E,80,$2.50,SUN,200,0800A,0630P,3,,2HR,"I		",01/01/1982,1-NEQ
SAT,1230148,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230149,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230150,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230151,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230152,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230153,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230154,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230155,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230156,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230157,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230158,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230159,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230160,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230161,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230162,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230163,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230164,RACE,S,12,D-E,80,$2.00,SUN,200,0800A,0630P,3,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230167,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230168,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230169,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230170,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230171,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230172,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230173,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230174,CHERRY,S,12,D-E,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230175,CHERRY,S,12,D-E-HP,80,$2.00,MON,900,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230178,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230179,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230180,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230181,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230182,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230183,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230184,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230185,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230186,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230187,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230188,CHERRY,N,12,D-E,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230189,CHERRY,N,12,D-E-HP,80,$2.00,MON,1001,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230193,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230194,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230196,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230197,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230198,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230199,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
SAT,1230200,CHERRY,N,12,D-E,80,$1.00,MON,1301,0800A,0800P,2,,2HR,"R		",01/01/1982,1-NEQ
FRI,1320001,N BROAD,E,13,D-E,80,$2.50,MON,501,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320001,N BROAD,E,13,D-E,80,$2.50,SAT,501,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320002,N BROAD,E,13,D-E,80,$2.50,MON,501,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320002,N BROAD,E,13,D-E,80,$2.50,SAT,501,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320003,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320003,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320004,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320004,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320005,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320005,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320006,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320006,N BROAD,E,13,D-E,80,$2.00,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320007,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320007,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320008,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320008,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320009,N BROAD,E,13,D-E,80,$2.00,MON,401,0930A,0400P,2,,2HR,"R		",01/02/1960,1-NEQ
SAT,1320009,N BROAD,E,13,D-E,80,$2.00,SAT,401,0800A,0630P,2,,2HR,"R		",01/02/1960,1-NEQ
FRI,1320010,N BROAD,E,13,D-E,80,$2.00,MON,401,0930A,0400P,2,,2HR,"R		",01/02/1960,1-NEQ
SAT,1320010,N BROAD,E,13,D-E,80,$2.00,SAT,401,0800A,0630P,2,,2HR,"R		",01/02/1960,1-NEQ
FRI,1320011,N BROAD,E,13,D-E,80,$2.00,MON,401,0930A,0400P,2,,2HR,"R		",01/02/1960,1-NEQ
SAT,1320011,N BROAD,E,13,D-E,80,$2.00,SAT,401,0800A,0630P,2,,2HR,"R		",01/02/1960,1-NEQ
FRI,1320012,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320012,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320013,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320013,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320014,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320014,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320015,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320015,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320016,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320016,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320017,N BROAD,E,13,D-E,80,$2.50,MON,401,0930A,0400P,2,,2HR,"I		",01/02/1960,1-NEQ
SAT,1320017,N BROAD,E,13,D-E,80,$2.50,SAT,401,0800A,0630P,2,,2HR,"I		",01/02/1960,1-NEQ
FRI,1320018,N BROAD,E,13,D-E,80,$2.00,MON,301,0930A,0400P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320018,N BROAD,E,13,D-E,80,$2.00,SAT,301,0800A,0800P,2,,2HR,"R		",03/12/1987,1-NEQ
FRI,1320018,N BROAD,E,13,D-E,80,$2.00,MON,301,0630P,0900P,2,,2HR,"R		",03/12/1987,1-NEQ
FRI,1320019,N BROAD,E,13,D-E,80,$2.50,MON,301,0930A,0400P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320019,N BROAD,E,13,D-E,80,$2.50,SAT,301,0800A,0800P,2,,2HR,"I		",03/12/1987,1-NEQ
FRI,1320019,N BROAD,E,13,D-E,80,$2.50,MON,301,0630P,0900P,2,,2HR,"I		",03/12/1987,1-NEQ
FRI,1320020,N BROAD,E,13,D-E,80,$2.50,MON,301,0930A,0400P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320020,N BROAD,E,13,D-E,80,$2.50,SAT,301,0800A,0800P,2,,2HR,"I		",03/12/1987,1-NEQ
FRI,1320020,N BROAD,E,13,D-E,80,$2.50,MON,301,0630P,0900P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320021,WOOD,S,13,D,80,$2.50,MON,1300,0800A,0630P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320022,WOOD,S,13,D,80,$2.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320023,N BROAD,E,13,D-E,80,$3.00,MON,300,0800A,0630P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320024,WOOD,S,13,D-E,80,$3.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320025,WOOD,S,13,D-E,80,$2.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320026,WOOD,S,13,D-E,80,$2.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320027,WOOD,S,13,D-E,80,$2.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
SAT,1320028,WOOD,S,13,D-E,80,$2.50,MON,1300,0800A,0630P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320029,WOOD,S,13,D-E,80,$2.50,MON,1300,0800A,0630P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320030,WOOD,S,13,D-E,80,$2.50,MON,1300,0800A,0630P,2,,2HR,"I		",03/12/1987,1-NEQ
SAT,1320031,WOOD,S,13,D-E,80,$2.00,MON,1300,0800A,0630P,2,,2HR,"R		",03/12/1987,1-NEQ
