the_geom,lng,street,city,state,latitude,the_geom_webmercator,district_number,block,side,lat,longitude
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,-75.174716487,LOMBARD ST,Philadelphia, PA,39.9458556920001,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,5,500,S/S,39.9458556920001,-75.174716487
0101000020E61000007C8D9B4F7AC952C0D8CF38CDF5F74340,-75.148090269,QUEEN ST,Philadelphia, PA,39.9371887710001,0101000020110F0000F72824C961E95FC1474DA9BAFC865241,7,300,B/S,39.9371887710001,-75.148090269
0101000020E610000068FE411FAACF52C0F07F276A3FF94340,-75.2447584289999,ELLSWORTH ST,Philadelphia, PA,39.9472477620001,0101000020110F0000180C5D0CE4F35FC1C71D4DDB69885241,33,100,N/S,39.9472477620001,-75.2447584289999
0101000020E6100000045F9393BBC552C000505ECE66024440,-75.089573759,OVERINGTON ST,Philadelphia, PA,40.0187623940001,0101000020110F0000F7D4574705E35FC10AF7DD498F925241,12,1500,B/S,40.0187623940001,-75.089573759
0101000020E6100000F4DF085A3AC952C008AAAD4874F84340,-75.1441865049999,S 25TH ST,Philadelphia, PA,39.941048703,0101000020110F00008EDCFA24F5E85FC1BFEF3FD588875241,1,300,B/S,39.941048703,-75.1441865049999
0101000020E6100000F8570DC41DCA52C0B8A505376BFA4340,-75.158066762,MARVINE ST,Philadelphia, PA,39.95639694,0101000020110F0000C816246E77EA5FC1250E7D01B6895241,11,6000,B/S,39.95639694,-75.158066762
0101000020E61000009496D39621CB52C0E87BF490ADF84340,-75.17392512,FITZWATER ST,Philadelphia, PA,39.9427968210001,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,22,1300,S/S,39.9427968210001,-75.17392512
0101000020E61000009496D39621CB52C0E87BF490ADF84340,-75.17392512,FITZWATER ST,Philadelphia, PA,39.9427968210001,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,7,400,S/S,39.9427968210001,-75.17392512
0101000020E6100000D4A51E205ACF52C0782746D3EFF44340,-75.239875822,PASSYUNK AVE,Philadelphia, PA,39.9135688870001,0101000020110F000038967C2A5CF35FC197922292A3835241,22,900,B/S,39.9135688870001,-75.239875822
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,-75.1441782969999,S 15TH ST,Philadelphia, PA,39.941047451,0101000020110F000073A180EAF4E85FC18EA59DC988875241,1,700,B/S,39.941047451,-75.1441782969999
0101000020E6100000686CF3223AC952C02841E03774F84340,-75.144173372,S 09TH ST,Philadelphia, PA,39.9410467000001,0101000020110F00009D206AC7F4E85FC10F26A3C288875241,4,500,E/S,39.9410467000001,-75.144173372
0101000020E6100000201911434DCB52C078807070AFF54340,-75.1765906969999,S COLORADO ST,Philadelphia, PA,39.9194164800001,0101000020110F00009614F1F27AEC5FC155562AC077845241,1,1000,E/S,39.9194164800001,-75.1765906969999
0101000020E6100000ACF8E17B3AC952C0D81B7D8572F84340,-75.144194575,N 20TH ST,Philadelphia, PA,39.9409949170001,0101000020110F00006666795EF5E85FC12C7774E186875241,6,199,E/S,39.9409949170001,-75.144194575
0101000020E610000084F7961EBFCA52C050C48ED8C4F54340,-75.167915008,S ISEMINGER ST,Philadelphia, PA,39.920069761,0101000020110F0000D0A1738189EB5FC1725FC0748F845241,24,1700,E/S,39.920069761,-75.167915008
0101000020E610000024340CC910CF52C0989224F673FB4340,-75.235399496,RACE ST,Philadelphia, PA,39.9644763640001,0101000020110F000051322397DFF25FC1C6481B5BDB8A5241,6,2100,N/S,39.9644763640001,-75.235399496
0101000020E61000009484B8303AC952C010FF113C74F84340,-75.144176655,S 13TH ST,Philadelphia, PA,39.9410472000001,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,22,1000,E/S,39.9410472000001,-75.144176655
0101000020E610000028FD91DD3DC952C0087940BD7F054440,-75.144400971,NEDRO AVE,Philadelphia, PA,40.0429607930001,0101000020110F0000B481EE1CFBE85FC122052CCCFE955241,11,1300,S/S,40.0429607930001,-75.144400971
0101000020E6100000BC1D83433FC952C01018680774F84340,-75.144486311,S 54TH ST,Philadelphia, PA,39.9410409220001,0101000020110F00001D98EE7CFDE85FC1694BF28C88875241,2,600,B/S,39.9410409220001,-75.144486311
0101000020E6100000F4DF085A3AC952C008AAAD4874F84340,-75.1441865049999,S 25TH ST,Philadelphia, PA,39.941048703,0101000020110F00008EDCFA24F5E85FC1BFEF3FD588875241,1,500,B/S,39.941048703,-75.1441865049999
0101000020E610000004DB58EEA4CE52C0C8F79F4B64FA4340,-75.228816592,LOCUST ST,Philadelphia, PA,39.9561857730001,0101000020110F00007389956328F25FC1D89DD356AE895241,1,2400,N/S,39.9561857730001,-75.228816592
0101000020E61000009496D39621CB52C0E87BF490ADF84340,-75.17392512,FITZWATER ST,Philadelphia, PA,39.9427968210001,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,7,599,B/S,39.9427968210001,-75.17392512
0101000020E61000004C488B633FC952C020416AE075F84340,-75.1444939479999,S 55TH ST,Philadelphia, PA,39.941097309,0101000020110F0000DA6657B3FDE85FC17E2EE9988A875241,2,99,W/S,39.941097309,-75.1444939479999
0101000020E61000002CCAF0C8CDCB52C0E0DD8D1CE1F64340,-75.184435115,MIFFLIN ST,Philadelphia, PA,39.9287448590001,0101000020110F00009ED1154255ED5FC1A407AA44CA855241,24,1100,B/S,39.9287448590001,-75.184435115
0101000020E6100000CC2697310BCB52C0401E91C1DA004440,-75.17255821,WESTMORELAND ST,Philadelphia, PA,40.006675907,0101000020110F0000543DB3B90AEC5FC12F19E61CD8905241,13,1200,B/S,40.006675907,-75.17255821
0101000020E6100000AC3D6F07E3C452C0E078CE1BC9024440,-75.076356753,GRANITE ST,Philadelphia, PA,40.021762348,0101000020110F0000699A7A7395E15FC11AB5A34EFC925241,12,1699,B/S,40.021762348,-75.076356753
0101000020E6100000A456852418CB52C0F081D5DF72F94340,-75.1733485509999,RITTENHOUSE SQ,Philadelphia, PA,39.948818187,0101000020110F00006B6B71B820EC5FC104EAA1DDA2885241,1,2000,N/S,39.948818187,-75.1733485509999
0101000020E61000006C6376C0BCCE52C0B0F135781DFA4340,-75.2302704959999,PINE ST,Philadelphia, PA,39.95402434,0101000020110F00006BC2D8D950F25FC1BD8C0ADE5F895241,1,2600,B/S,39.95402434,-75.2302704959999
0101000020E6100000B4653C2126C852C008F88D00C5FC4340,-75.12732726,BELGRADE ST,Philadelphia, PA,39.974762029,0101000020110F000035F02CF41FE75FC166B467DC508C5241,25,200,S/S,39.974762029,-75.12732726
0101000020E6100000789A8C5D74CC52C040FDFA9DFDF54340,-75.194602382,WATER ST,Philadelphia, PA,39.9218022800001,0101000020110F00004A893E3670EE5FC1645C1653CE845241,10,200,W/S,39.9218022800001,-75.194602382
0101000020E610000038B0078678CA52C088DD83EC49FD4340,-75.1636061739999,N BOUVIER ST,Philadelphia, PA,39.9788184780001,0101000020110F0000B9F4639711EB5FC198EDCD2DE48C5241,17,1600,E/S,39.9788184780001,-75.1636061739999
0101000020E610000098E5CB6E3AC952C010E87E8172F84340,-75.1441914549999,N 16TH ST,Philadelphia, PA,39.940994441,0101000020110F000017F63E48F5E85FC1352508DD86875241,6,600,B/S,39.940994441,-75.1441914549999
0101000020E61000000C16D7C33AC952C0D012719B72F84340,-75.144211731,S 42ND ST,Philadelphia, PA,39.9409975340001,0101000020110F00006084B3D8F5E85FC105D9C5F986875241,2,299,E/S,39.9409975340001,-75.144211731
0101000020E6100000A8D664BBB2CC52C0F07C68B4CFFA4340,-75.198408936,POWELTON AVE,Philadelphia, PA,39.959463645,0101000020110F0000DC8BD625DAEE5FC1A0713A59258A5241,3,4000,N/S,39.959463645,-75.198408936
0101000020E61000002017D92498CC52C0D0668E7FFBFA4340,-75.196786129,BARING ST,Philadelphia, PA,39.9608001180001,0101000020110F00002E253CFCACEE5FC127E795DF558A5241,3,3200,B/S,39.9608001180001,-75.196786129
0101000020E6100000646DBA683FC952C02807761374F84340,-75.1444951839999,N 56TH ST,Philadelphia, PA,39.9410423590001,0101000020110F0000E1B025BCFDE85FC1AFAA4C9A88875241,3,99,B/S,39.9410423590001,-75.1444951839999
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,-75.2369035689999,PEMBERTON ST,Philadelphia, PA,39.9511516600001,0101000020110F0000FC93D37209F35FC191A8C493F7885241,1,1900,S/S,39.9511516600001,-75.2369035689999
0101000020E6100000FCC048743EC952C06881E79275F84340,-75.144436904,S 43RD ST,Philadelphia, PA,39.941088069,0101000020110F00002737EF1CFCE85FC151D10C438A875241,2,400,W/S,39.941088069,-75.144436904
0101000020E6100000F8C91366ECCE52C0105D08C09FFF4340,-75.233178634,CHURCH ST,Philadelphia, PA,39.997062687,0101000020110F0000F813B9C8A1F25FC16B3791DC7A8F5241,10,100,N/S,39.997062687,-75.233178634
0101000020E61000009855C37105CB52C038984A352FF64340,-75.172207299,S HICKS ST,Philadelphia, PA,39.923315679,0101000020110F00006837A7F500EC5FC10E7F3A3E05855241,27,2600,E/S,39.923315679,-75.172207299
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,-75.1441782969999,N 15TH ST,Philadelphia, PA,39.941047451,0101000020110F000073A180EAF4E85FC18EA59DC988875241,14,5600,B/S,39.941047451,-75.1441782969999
0101000020E610000038D817E06DCA52C0F8FDD277BEFC4340,-75.16295626,SMEDLEY ST,Philadelphia, PA,39.974562624,0101000020110F00003CC21C81FFEA5FC141BD909E498C5241,1,700,W/S,39.974562624,-75.16295626
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,-75.235144192,CATHARINE ST,Philadelphia, PA,39.9499324180001,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,1,1900,B/S,39.9499324180001,-75.235144192
0101000020E610000024EF56753AC952C0F0017E8372F84340,-75.144193015,N 18TH ST,Philadelphia, PA,39.940994679,0101000020110F0000422E5C53F5E85FC12A4E3EDF86875241,17,1700,B/S,39.940994679,-75.144193015
0101000020E6100000C832736A0FCC52C0E8959A93D0014440,-75.188440907,TILDEN ST,Philadelphia, PA,40.0141777520001,0101000020110F00008DC123BDC4ED5FC184AD01B1E8915241,8,3300,B/S,40.0141777520001,-75.188440907
0101000020E610000050DD26533AC952C018CB944674F84340,-75.144184864,S 23RD ST,Philadelphia, PA,39.9410484530001,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,1,500,E/S,39.9410484530001,-75.144184864
0101000020E61000003442606118CA52C0B04DBC33F5F44340,-75.15773806,RANDOLPH ST,Philadelphia, PA,39.913732974,0101000020110F0000DF2352486EEA5FC188C44486A9835241,5,500,W/S,39.913732974,-75.15773806
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,-75.240329865,CHRISTIAN ST,Philadelphia, PA,39.949027147,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,1,1900,S/S,39.949027147,-75.240329865
0101000020E61000003CD1289C3EC952C060A1D29F75F84340,-75.1444464109999,S 45TH ST,Philadelphia, PA,39.9410896090001,0101000020110F000073A3AA60FCE85FC125365C518A875241,2,1000,W/S,39.9410896090001,-75.1444464109999
0101000020E610000064BC6DD913CB52C060E01A8E1DF94340,-75.1730865069999,WAVERLY ST,Philadelphia, PA,39.9462144500001,0101000020110F0000AB3B866D19EC5FC161C5AB5844885241,1,2400,S/S,39.9462144500001,-75.1730865069999
0101000020E61000002CCAF0C8CDCB52C0E0DD8D1CE1F64340,-75.184435115,MIFFLIN ST,Philadelphia, PA,39.9287448590001,0101000020110F00009ED1154255ED5FC1A407AA44CA855241,27,2400,B/S,39.9287448590001,-75.184435115
0101000020E610000044B260453AC952C070E7604274F84340,-75.14418158,N 19TH ST,Philadelphia, PA,39.9410479520001,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,14,5700,B/S,39.9410479520001,-75.14418158
0101000020E6100000845D97BED0CE52C0C05284ABEEF94340,-75.2314907529999,LARCHWOOD ST,Philadelphia, PA,39.9525961300001,0101000020110F00000BE880CF72F25FC1B2D652042C895241,2,4700,B/S,39.9525961300001,-75.2314907529999
0101000020E610000084F7961EBFCA52C050C48ED8C4F54340,-75.167915008,ISEMINGER ST,Philadelphia, PA,39.920069761,0101000020110F0000D0A1738189EB5FC1725FC0748F845241,29,2700,W/S,39.920069761,-75.167915008
0101000020E610000018B06A6405CC52C0488E0A8F42F74340,-75.187829117,BAMBREY ST,Philadelphia, PA,39.9317187120001,0101000020110F0000765779B6B3ED5FC18413323236865241,1,800,E/S,39.9317187120001,-75.187829117
0101000020E6100000E08787863ECB52C048284F56D5F84340,-75.175691254,BAINBRIDGE ST,Philadelphia, PA,39.944010533,0101000020110F00004549E8EA61EC5FC115E10558F4875241,22,600,N/S,39.944010533,-75.175691254
0101000020E6100000A0AF7E3E3AC952C0B8E2454074F84340,-75.144179939,S 17TH ST,Philadelphia, PA,39.9410477010001,0101000020110F00000C6833F6F4E85FC16A5AF0CB88875241,1,400,B/S,39.9410477010001,-75.144179939
0101000020E610000044B260453AC952C070E7604274F84340,-75.14418158,S 19TH ST,Philadelphia, PA,39.9410479520001,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,1,799,B/S,39.9410479520001,-75.14418158
0101000020E61000009496D39621CB52C0E87BF490ADF84340,-75.17392512,FITZWATER ST,Philadelphia, PA,39.9427968210001,0101000020110F00006BB62DC430EC5FC1FF277949C8875241,1,1400,N/S,39.9427968210001,-75.17392512
0101000020E61000009484B8303AC952C010FF113C74F84340,-75.144176655,S 13TH ST,Philadelphia, PA,39.9410472000001,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,22,799,W/S,39.9410472000001,-75.144176655
0101000020E610000078743CC9CAC852C068D66490B2FB4340,-75.13737708,W ALLEN ST,Philadelphia, PA,39.9663868420001,0101000020110F000034F196A337E85FC1AAFD25BA208B5241,10,100,N/S,39.9663868420001,-75.13737708
0101000020E6100000BC51860572CA52C01023896DB1FB4340,-75.163209325,N SYDENHAM ST,Philadelphia, PA,39.9663521690001,0101000020110F0000F6840F8C06EB5FC1A76CD6771F8B5241,16,3600,B/S,39.9663521690001,-75.163209325
0101000020E610000094A62E37BDCD52C048B785514AF94340,-75.2146738009999,S FARRAGUT,Philadelphia, PA,39.947580519,0101000020110F0000A86E03CC9EF05FC1EAAEA9EF75885241,2,200,B/S,39.947580519,-75.2146738009999
0101000020E61000009467AC9DCBCA52C0A0833106FCF54340,-75.168677729,CLARION ST,Philadelphia, PA,39.9217536680001,0101000020110F0000E3D66ABB9EEB5FC19A6F7F8FCC845241,24,2200,W/S,39.9217536680001,-75.168677729
0101000020E6100000F8570DC41DCA52C0B8A505376BFA4340,-75.158066762,MARVINE ST,Philadelphia, PA,39.95639694,0101000020110F0000C816246E77EA5FC1250E7D01B6895241,11,5900,B/S,39.95639694,-75.158066762
0101000020E6100000C08F9FCA3FCB52C0E0CDEDA704F94340,-75.175768524,NAUDAIN ST,Philadelphia, PA,39.9454545890001,0101000020110F0000DDD5691164EC5FC1436C54C328885241,1,2300,N/S,39.9454545890001,-75.175768524
0101000020E6100000500C37B03AC952C028C5739572F84340,-75.144207052,N 36TH ST,Philadelphia, PA,39.9409968200001,0101000020110F0000D4AE5DB7F5E85FC10C5E23F386875241,3,500,B/S,39.9409968200001,-75.144207052
0101000020E610000024EFAC7513CB52C0E05DB1D0D8F84340,-75.173062724,KATER ST,Philadelphia, PA,39.944116675,0101000020110F0000D46715C418EC5FC1BD535E32F8875241,1,2100,N/S,39.944116675,-75.173062724
0101000020E61000002C150EC9B8C952C010F1404B74F54340,-75.1519034039999,AMERICAN ST,Philadelphia, PA,39.91761151,0101000020110F0000A9FB9EE7CBE95FC1FE7F624136845241,7,700,W/S,39.91761151,-75.1519034039999
0101000020E6100000549B839061CF52C0D0B0B7B879F94340,-75.240329865,CHRISTIAN ST,Philadelphia, PA,39.949027147,0101000020110F0000DFC94ACD68F35FC1A48D9273AA885241,22,1200,B/S,39.949027147,-75.240329865
0101000020E6100000A436EC8257CB52C098ADA86DB5F64340,-75.1772162729999,HOFFMAN ST,Philadelphia, PA,39.927411754,0101000020110F00006B35D35B8CEC5FC195776AE399855241,24,700,N/S,39.927411754,-75.1772162729999
0101000020E6100000CCC7434C3AC952C060C6794474F84340,-75.144183222,S 21ST ST,Philadelphia, PA,39.941048202,0101000020110F00004F22970DF5E85FC1162598D088875241,1,299,E/S,39.941048202,-75.144183222
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,-75.174716487,LOMBARD ST,Philadelphia, PA,39.9458556920001,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,4,1300,S/S,39.9458556920001,-75.174716487
0101000020E610000054EF6B823AC952C0B8357C8772F84340,-75.144196134,N 22ND ST,Philadelphia, PA,39.9409951550001,0101000020110F0000A2CB9469F5E85FC126A0AAE386875241,17,700,W/S,39.9409951550001,-75.144196134
0101000020E610000028EDDCCD56CE52C0F02CC4341DFC4340,-75.224048105,WYALUSING AVE,Philadelphia, PA,39.9696413,0101000020110F000004D0BFAEA3F15FC1DF706FE7968B5241,3,3800,S/S,39.9696413,-75.224048105
0101000020E6100000B0A71FFFC5CB52C000F449FB5AF74340,-75.183959752,TASKER ST,Philadelphia, PA,39.932464038,0101000020110F0000F7F3620748ED5FC19AB4123F51865241,23,1200,B/S,39.932464038,-75.183959752
0101000020E610000058FB17154CCD52C0C01DACC210FA4340,-75.207768701,ST MARKS SQ,Philadelphia, PA,39.953636488,0101000020110F0000ECD8FDA0DEEF5FC1B8D355C951895241,2,200,B/S,39.953636488,-75.207768701
0101000020E610000024EFAC7513CB52C0E05DB1D0D8F84340,-75.173062724,KATER ST,Philadelphia, PA,39.944116675,0101000020110F0000D46715C418EC5FC1BD535E32F8875241,22,600,S/S,39.944116675,-75.173062724
0101000020E6100000C08F9FCA3FCB52C0E0CDEDA704F94340,-75.175768524,NAUDAIN ST,Philadelphia, PA,39.9454545890001,0101000020110F0000DDD5691164EC5FC1436C54C328885241,1,2200,S/S,39.9454545890001,-75.175768524
0101000020E6100000A491C603F2CD52C0180E8E4351FB4340,-75.2178964079999,WALLACE ST,Philadelphia, PA,39.9634174770001,0101000020110F00009AB84E7BF8F05FC1D43454E8B48A5241,10,1000,B/S,39.9634174770001,-75.2178964079999
0101000020E6100000286F0F8E2ECB52C018F09FCC11F94340,-75.174716487,LOMBARD ST,Philadelphia, PA,39.9458556920001,0101000020110F0000E82B3BCA46EC5FC161CEBE5237885241,4,800,S/S,39.9458556920001,-75.174716487
0101000020E610000070A7DE949ECB52C098EC2806BCF84340,-75.181554048,ST ALBANS,Philadelphia, PA,39.9432380390001,0101000020110F0000B92C131405ED5FC1A317844DD8875241,1,2200,S/S,39.9432380390001,-75.181554048
0101000020E61000007C9899A623CC52C01839813F75F94340,-75.189675951,SOUTH ST,Philadelphia, PA,39.948890627,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,1,1600,S/S,39.948890627,-75.189675951
0101000020E610000068E5B6613AC952C050B4807D72F84340,-75.144188336,S 12TH ST,Philadelphia, PA,39.9409939650001,0101000020110F0000B7580632F5E85FC141D39BD886875241,22,800,B/S,39.9409939650001,-75.144188336
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,-75.2303837109999,SPRUCE ST,Philadelphia, PA,39.9551416310001,0101000020110F00005BE7700054F25FC11008496E88895241,1,1500,S/S,39.9551416310001,-75.2303837109999
0101000020E61000002C150EC9B8C952C010F1404B74F54340,-75.1519034039999,AMERICAN ST,Philadelphia, PA,39.91761151,0101000020110F0000A9FB9EE7CBE95FC1FE7F624136845241,7,600,W/S,39.91761151,-75.1519034039999
0101000020E610000040388CA096CF52C0885184FF6DF94340,-75.243568551,CARPENTER ST,Philadelphia, PA,39.9486693760001,0101000020110F000017E623EFC2F35FC1AAA8AE769D885241,7,500,B/S,39.9486693760001,-75.243568551
0101000020E6100000FC9E399A0CCF52C0385CAE6297F94340,-75.235144192,CATHARINE ST,Philadelphia, PA,39.9499324180001,0101000020110F000009D13C7CD8F25FC11EE9A550CB885241,22,1300,B/S,39.9499324180001,-75.235144192
0101000020E6100000A8D664BBB2CC52C0F07C68B4CFFA4340,-75.198408936,POWELTON AVE,Philadelphia, PA,39.959463645,0101000020110F0000DC8BD625DAEE5FC1A0713A59258A5241,3,3600,S/S,39.959463645,-75.198408936
0101000020E6100000383562299CCD52C0E8344884F0FA4340,-75.212656351,ST MALACHYS WAY,Philadelphia, PA,39.9604649880001,0101000020110F0000C906CCA666F05FC134C091B4498A5241,3,4500,,39.9604649880001,-75.212656351
0101000020E610000024C9737DFFCC52C0C05B9C7529FB4340,-75.203093875,GREEN ST,Philadelphia, PA,39.9622027410001,0101000020110F00009E8970875CEF5FC1CA700FCD888A5241,6,1700,B/S,39.9622027410001,-75.203093875
0101000020E6100000C074893994C952C058A7422A2FF54340,-75.1496719209999,S FRONT ST,Philadelphia, PA,39.9155018640001,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,7,800,B/S,39.9155018640001,-75.1496719209999
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,-75.2369035689999,PEMBERTON ST,Philadelphia, PA,39.9511516600001,0101000020110F0000FC93D37209F35FC191A8C493F7885241,7,LOT,B/S,39.9511516600001,-75.2369035689999
0101000020E6100000E08787863ECB52C048284F56D5F84340,-75.175691254,BAINBRIDGE ST,Philadelphia, PA,39.944010533,0101000020110F00004549E8EA61EC5FC115E10558F4875241,1,1800,B/S,39.944010533,-75.175691254
0101000020E61000009484B8303AC952C010FF113C74F84340,-75.144176655,S 13TH ST,Philadelphia, PA,39.9410472000001,0101000020110F0000E0DACDDEF4E85FC1C28F48C788875241,4,299,W/S,39.9410472000001,-75.144176655
0101000020E6100000EC4656E6BCCD52C04031D3DF93034440,-75.2146545259999,CLEARVIEW AVE,Philadelphia, PA,40.0279502660001,0101000020110F0000188FB0429EF05FC11C552131DD935241,14,1500,B/S,40.0279502660001,-75.2146545259999
0101000020E61000007C8D9B4F7AC952C0D8CF38CDF5F74340,-75.148090269,QUEEN ST,Philadelphia, PA,39.9371887710001,0101000020110F0000F72824C961E95FC1474DA9BAFC865241,7,400,B/S,39.9371887710001,-75.148090269
0101000020E610000010DD1D93F1CE52C0A8E52E2C39FB4340,-75.233494548,ARCH ST,Philadelphia, PA,39.962682269,0101000020110F00001E866F93AAF25FC12AD65D369A8A5241,6,2000,S/S,39.962682269,-75.233494548
0101000020E6100000A4429C84DBCB52C038FEABFE30024440,-75.185273316,QUEEN LN,Philadelphia, PA,40.017120203,0101000020110F000054DECD956CED5FC11862F99C53925241,8,3000,N/S,40.017120203,-75.185273316
0101000020E61000007C9899A623CC52C01839813F75F94340,-75.189675951,SOUTH ST,Philadelphia, PA,39.948890627,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,4,1200,N/S,39.948890627,-75.189675951
0101000020E6100000B0DB164E3AC952C0688C857772F84340,-75.144183657,S 06TH ST,Philadelphia, PA,39.9409932520001,0101000020110F00003483B010F5E85FC14DB9FBD186875241,34,1700,B/S,39.9409932520001,-75.144183657
0101000020E610000044B260453AC952C070E7604274F84340,-75.14418158,N 19TH ST,Philadelphia, PA,39.9410479520001,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,6,599,E/S,39.9410479520001,-75.14418158
0101000020E610000044B260453AC952C070E7604274F84340,-75.14418158,S 19TH ST,Philadelphia, PA,39.9410479520001,0101000020110F0000B65BE401F5E85FC13F7045CE88875241,1,300,E/S,39.9410479520001,-75.14418158
0101000020E610000048E68BCFFACD52C0D0325313AAFB4340,-75.218433272,BROWN ST,Philadelphia, PA,39.9661277920001,0101000020110F0000FAB52A6C07F15FC1F8021852178B5241,17,2200,S/S,39.9661277920001,-75.218433272
0101000020E6100000ECEAD32C5BCC52C0903DD65422FB4340,-75.1930648869999,HAMILTON ST,Philadelphia, PA,39.9619852110001,0101000020110F00009627716C45EE5FC1073D16E7808A5241,3,3700,B/S,39.9619852110001,-75.1930648869999
0101000020E6100000A811529BBECE52C0C018BA1442FA4340,-75.2303837109999,SPRUCE ST,Philadelphia, PA,39.9551416310001,0101000020110F00005BE7700054F25FC11008496E88895241,4,1100,S/S,39.9551416310001,-75.2303837109999
0101000020E610000078E67A1538CA52C088E4C0526DFA4340,-75.15967309,N CAMAC,Philadelphia, PA,39.956461281,0101000020110F00000E205722A4EA5FC1BB7F7F57B8895241,14,5900,B/S,39.956461281,-75.15967309
0101000020E61000008820B26E3AC952C0A86CFA4E74F84340,-75.144191431,N 31ST ST,Philadelphia, PA,39.9410494540001,0101000020110F000051301348F5E85FC1476F3ADC88875241,3,400,W/S,39.9410494540001,-75.144191431
0101000020E610000084D21CFB47CB52C0F025E48857F24340,-75.176268366,S BROAD ST,Philadelphia, PA,39.893296348,0101000020110F000031EF82FA71EC5FC19D7C521FC4805241,23,1500,E/S,39.893296348,-75.176268366
0101000020E61000006C6376C0BCCE52C0B0F135781DFA4340,-75.2302704959999,PINE ST,Philadelphia, PA,39.95402434,0101000020110F00006BC2D8D950F25FC1BD8C0ADE5F895241,1,1800,N/S,39.95402434,-75.2302704959999
0101000020E6100000A0696C893EC952C008211ECB73F84340,-75.1444419439999,S 44TH ST,Philadelphia, PA,39.9410337350001,0101000020110F00006076D740FCE85FC143AD294A88875241,2,200,B/S,39.9410337350001,-75.1444419439999
0101000020E6100000C074893994C952C058A7422A2FF54340,-75.1496719209999,S FRONT ST,Philadelphia, PA,39.9155018640001,0101000020110F0000BAA989CD8DE95FC1FD7DF5B4E9835241,7,700,B/S,39.9155018640001,-75.1496719209999
0101000020E6100000DC503C8A3AC952C0F833625774F84340,-75.1441979969999,N 39TH ST,Philadelphia, PA,39.941050456,0101000020110F0000D3A4DA76F5E85FC1A1048AE588875241,3,300,W/S,39.941050456,-75.1441979969999
0101000020E61000007C8D9B4F7AC952C0D8CF38CDF5F74340,-75.148090269,QUEEN ST,Philadelphia, PA,39.9371887710001,0101000020110F0000F72824C961E95FC1474DA9BAFC865241,7,500,B/S,39.9371887710001,-75.148090269
0101000020E610000038B0078678CA52C088DD83EC49FD4340,-75.1636061739999,N BOUVIER ST,Philadelphia, PA,39.9788184780001,0101000020110F0000B9F4639711EB5FC198EDCD2DE48C5241,17,1700,E/S,39.9788184780001,-75.1636061739999
0101000020E6100000189A9B373AC952C0C0032D3E74F84340,-75.1441782969999,S 15TH ST,Philadelphia, PA,39.941047451,0101000020110F000073A180EAF4E85FC18EA59DC988875241,26,1500,B/S,39.941047451,-75.1441782969999
0101000020E610000050DD26533AC952C018CB944674F84340,-75.144184864,N 23RD ST,Philadelphia, PA,39.9410484530001,0101000020110F0000E2E84919F5E85FC1EB3AEDD288875241,6,200,E/S,39.9410484530001,-75.144184864
0101000020E6100000444A966D29CF52C0409E6C56BFF94340,-75.2369035689999,PEMBERTON ST,Philadelphia, PA,39.9511516600001,0101000020110F0000FC93D37209F35FC191A8C493F7885241,1,2200,S/S,39.9511516600001,-75.2369035689999
0101000020E610000030BB4A1E3FC952C0300358FB73F84340,-75.144477437,N 52ND ST,Philadelphia, PA,39.941039484,0101000020110F00006DACB53DFDE85FC1228B957F88875241,3,2400,E/S,39.941039484,-75.144477437
0101000020E61000007CDB01413AC952C0A058877372F84340,-75.1441805379999,S 02ND ST,Philadelphia, PA,39.940992776,0101000020110F0000CCE577FAF4E85FC154678FCD86875241,5,299,E/S,39.940992776,-75.1441805379999
0101000020E61000007C9899A623CC52C01839813F75F94340,-75.189675951,SOUTH ST,Philadelphia, PA,39.948890627,0101000020110F00009B4C251CE7ED5FC168B6D77EA5885241,1,1700,S/S,39.948890627,-75.189675951
0101000020E610000024340CC910CF52C0989224F673FB4340,-75.235399496,RACE ST,Philadelphia, PA,39.9644763640001,0101000020110F000051322397DFF25FC1C6481B5BDB8A5241,6,2100,S/S,39.9644763640001,-75.235399496
